num of runs,input 1,input 2,Objective
41,1.73,1.8,"[4.7929, -1.69]"
41,0.07,-1.46,"[-1.4551, 11.9016]"
41,1.74,1.87,"[4.897600000000001, -1.7231]"
41,0.06,-2.88,"[-2.8764, 23.7544]"
42,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
42,8.98,2.04,"[82.68040000000002, -8.9784]"
42,8.98,2.04,"[82.68040000000002, -8.9784]"
42,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
42,-0.2,-6.23,"[-6.19, 67.9329]"
42,7.8,1.91,"[62.74999999999999, -7.7919]"
42,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
42,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
42,-0.06,-5.98,"[-5.976400000000001, 63.74040000000001]"
42,7.33,2.08,"[55.8089, -7.3236]"
42,6.7,2.01,"[46.9, -6.6999]"
42,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
42,6.61,1.78,"[45.472100000000005, -6.5616]"
42,0.03,-4.68,"[-4.6791, 44.5924]"
42,5.24,1.94,"[29.397600000000004, -5.236400000000001]"
42,4.6,1.91,"[23.069999999999997, -4.5919]"
42,7.46,2.02,"[57.671600000000005, -7.4596]"
42,0.06,-3.72,"[-3.7164, 32.65840000000001]"
42,0.03,-3.21,"[-3.2091, 27.114099999999997]"
42,5.81,2.04,"[35.796099999999996, -5.8084]"
42,5.6,2.0,"[33.36, -5.6]"
42,3.2,1.92,"[12.160000000000002, -3.1936]"
42,2.65,1.89,"[8.9125, -2.6378999999999997]"
42,3.88,1.92,"[16.9744, -3.8735999999999997]"
42,-0.16,-4.17,"[-4.1444, 38.228899999999996]"
42,0.1,-4.3,"[-4.29, 39.589999999999996]"
42,4.2,1.96,"[19.6, -4.1984]"
42,5.38,1.97,"[30.914399999999997, -5.3791]"
42,0.1,-4.0,"[-3.99, 35.9]"
42,4.48,2.12,"[22.190400000000004, -4.4656]"
42,3.5,1.94,"[14.19, -3.4964]"
42,2.04,1.82,"[5.9816, -2.0076]"
42,5.49,1.99,"[32.130100000000006, -5.4899000000000004]"
42,4.22,1.98,"[19.7884, -4.2196]"
42,0.03,-4.47,"[-4.4691, 41.83089999999999]"
42,2.92,1.8,"[10.3264, -2.88]"
42,1.08,1.8,"[2.9664, -1.04]"
42,0.0,-2.1,"[-2.1, 16.81]"
42,0.01,-2.51,"[-2.5098999999999996, 20.330099999999998]"
42,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
42,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
42,0.03,-4.47,"[-4.4691, 41.83089999999999]"
42,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
42,0.0,-2.38,"[-2.38, 19.1844]"
42,1.42,1.74,"[3.7564, -1.3523999999999998]"
42,0.07,-2.76,"[-2.7550999999999997, 22.5876]"
42,2.34,1.86,"[7.3355999999999995, -2.3204]"
42,0.09,-1.48,"[-1.4719, 12.0204]"
42,0.22,-0.26,"[-0.2116, 4.887599999999999]"
42,0.1,-1.24,"[-1.23, 10.397600000000002]"
42,0.08,-1.74,"[-1.7336, 13.907600000000002]"
42,0.06,-1.15,"[-1.1463999999999999, 9.862499999999999]"
42,0.48,1.3,"[1.5304, 0.009999999999999953]"
42,0.33,0.73,"[0.8389, 1.2829]"
42,0.1,0.88,"[0.89, 1.1544]"
42,0.06,-2.93,"[-2.9264, 24.244899999999998]"
42,3.82,1.98,"[16.5724, -3.8196]"
42,2.33,1.84,"[7.2689, -2.3044000000000002]"
42,0.04,-0.4,"[-0.39840000000000003, 5.72]"
42,0.16,-3.92,"[-3.8944, 34.8864]"
42,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
42,0.06,-2.88,"[-2.8764, 23.7544]"
42,0.12,-1.45,"[-1.4356, 11.782500000000002]"
42,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
42,3.04,1.83,"[11.0716, -3.0111]"
42,0.02,-1.91,"[-1.9096, 15.268100000000002]"
42,1.74,1.94,"[4.9676, -1.7364]"
42,1.7,1.82,"[4.71, -1.6676]"
42,0.09,-3.85,"[-3.8419, 34.13249999999999]"
42,0.02,-3.78,"[-3.7796, 33.38839999999999]"
42,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
42,-0.01,0.02,"[0.0201, 3.9303999999999997]"
42,0.08,-1.8,"[-1.7936, 14.36]"
42,3.57,1.89,"[14.6349, -3.5578999999999996]"
42,0.02,-2.64,"[-2.6396, 21.509600000000006]"
42,0.3,0.16,"[0.25, 3.0856000000000003]"
42,1.27,1.6,"[3.2129000000000003, -1.11]"
42,4.53,1.88,"[22.4009, -4.5156]"
42,3.65,1.9,"[15.2225, -3.6399999999999997]"
42,0.02,-2.65,"[-2.6496, 21.602500000000003]"
42,0.03,-3.12,"[-3.1191, 26.1844]"
42,0.1,-0.56,"[-0.55, 6.453600000000001]"
42,0.02,-1.91,"[-1.9096, 15.268100000000002]"
42,0.06,-2.2,"[-2.1964, 17.580000000000002]"
42,0.14,0.04,"[0.0596, 3.7015999999999996]"
42,3.02,1.85,"[10.9704, -2.9975]"
42,0.0,-3.18,"[-3.18, 26.832399999999996]"
42,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
42,0.1,-0.73,"[-0.72, 7.3529]"
42,0.03,-0.64,"[-0.6391, 6.9396]"
42,0.01,-2.22,"[-2.2199, 17.798400000000004]"
42,0.02,-3.08,"[-3.0796, 25.7864]"
42,0.07,-0.59,"[-0.5851, 6.638099999999999]"
42,0.01,-0.78,"[-0.7799, 7.718400000000002]"
42,0.03,-1.74,"[-1.7391, 13.957600000000003]"
42,4.22,1.98,"[19.7884, -4.2196]"
42,0.51,1.38,"[1.6401, -0.12559999999999988]"
42,1.73,1.8,"[4.7929, -1.69]"
42,0.07,-1.46,"[-1.4551, 11.9016]"
42,1.74,1.87,"[4.897600000000001, -1.7231]"
43,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
43,8.98,2.04,"[82.68040000000002, -8.9784]"
43,8.98,2.04,"[82.68040000000002, -8.9784]"
43,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
43,-0.2,-6.23,"[-6.19, 67.9329]"
43,7.8,1.91,"[62.74999999999999, -7.7919]"
43,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
43,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
43,-0.06,-5.98,"[-5.976400000000001, 63.74040000000001]"
43,7.33,2.08,"[55.8089, -7.3236]"
43,6.7,2.01,"[46.9, -6.6999]"
43,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
43,6.61,1.78,"[45.472100000000005, -6.5616]"
43,0.03,-4.68,"[-4.6791, 44.5924]"
43,5.24,1.94,"[29.397600000000004, -5.236400000000001]"
43,4.6,1.91,"[23.069999999999997, -4.5919]"
43,7.46,2.02,"[57.671600000000005, -7.4596]"
43,0.06,-3.72,"[-3.7164, 32.65840000000001]"
43,0.03,-3.21,"[-3.2091, 27.114099999999997]"
43,5.81,2.04,"[35.796099999999996, -5.8084]"
43,5.6,2.0,"[33.36, -5.6]"
43,3.2,1.92,"[12.160000000000002, -3.1936]"
43,2.65,1.89,"[8.9125, -2.6378999999999997]"
43,3.88,1.92,"[16.9744, -3.8735999999999997]"
43,0.1,-4.3,"[-4.29, 39.589999999999996]"
43,4.2,1.96,"[19.6, -4.1984]"
43,5.38,1.97,"[30.914399999999997, -5.3791]"
43,0.1,-4.0,"[-3.99, 35.9]"
43,4.48,2.12,"[22.190400000000004, -4.4656]"
43,3.5,1.94,"[14.19, -3.4964]"
43,2.04,1.82,"[5.9816, -2.0076]"
43,5.49,1.99,"[32.130100000000006, -5.4899000000000004]"
43,4.22,1.98,"[19.7884, -4.2196]"
43,0.03,-4.47,"[-4.4691, 41.83089999999999]"
43,2.92,1.8,"[10.3264, -2.88]"
43,1.08,1.8,"[2.9664, -1.04]"
43,0.0,-2.1,"[-2.1, 16.81]"
43,0.01,-2.51,"[-2.5098999999999996, 20.330099999999998]"
43,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
43,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
43,0.03,-4.47,"[-4.4691, 41.83089999999999]"
43,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
43,0.0,-2.38,"[-2.38, 19.1844]"
43,1.42,1.74,"[3.7564, -1.3523999999999998]"
43,0.07,-2.76,"[-2.7550999999999997, 22.5876]"
43,2.34,1.86,"[7.3355999999999995, -2.3204]"
43,0.09,-1.48,"[-1.4719, 12.0204]"
43,0.22,-0.26,"[-0.2116, 4.887599999999999]"
43,0.1,-1.24,"[-1.23, 10.397600000000002]"
43,0.08,-1.74,"[-1.7336, 13.907600000000002]"
43,0.06,-1.15,"[-1.1463999999999999, 9.862499999999999]"
43,0.48,1.3,"[1.5304, 0.009999999999999953]"
43,0.33,0.73,"[0.8389, 1.2829]"
43,0.1,0.88,"[0.89, 1.1544]"
43,0.06,-2.93,"[-2.9264, 24.244899999999998]"
43,3.82,1.98,"[16.5724, -3.8196]"
43,2.33,1.84,"[7.2689, -2.3044000000000002]"
43,0.04,-0.4,"[-0.39840000000000003, 5.72]"
43,0.16,-3.92,"[-3.8944, 34.8864]"
43,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
43,0.06,-2.88,"[-2.8764, 23.7544]"
43,0.12,-1.45,"[-1.4356, 11.782500000000002]"
43,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
43,3.04,1.83,"[11.0716, -3.0111]"
43,0.02,-1.91,"[-1.9096, 15.268100000000002]"
43,1.74,1.94,"[4.9676, -1.7364]"
43,1.7,1.82,"[4.71, -1.6676]"
43,0.09,-3.85,"[-3.8419, 34.13249999999999]"
43,0.02,-3.78,"[-3.7796, 33.38839999999999]"
43,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
43,-0.01,0.02,"[0.0201, 3.9303999999999997]"
43,0.08,-1.8,"[-1.7936, 14.36]"
43,3.57,1.89,"[14.6349, -3.5578999999999996]"
43,0.02,-2.64,"[-2.6396, 21.509600000000006]"
43,0.3,0.16,"[0.25, 3.0856000000000003]"
43,1.27,1.6,"[3.2129000000000003, -1.11]"
43,4.53,1.88,"[22.4009, -4.5156]"
43,3.65,1.9,"[15.2225, -3.6399999999999997]"
43,0.02,-2.65,"[-2.6496, 21.602500000000003]"
43,0.03,-3.12,"[-3.1191, 26.1844]"
43,0.1,-0.56,"[-0.55, 6.453600000000001]"
43,0.02,-1.91,"[-1.9096, 15.268100000000002]"
43,0.06,-2.2,"[-2.1964, 17.580000000000002]"
43,0.14,0.04,"[0.0596, 3.7015999999999996]"
43,3.02,1.85,"[10.9704, -2.9975]"
43,0.0,-3.18,"[-3.18, 26.832399999999996]"
43,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
43,0.1,-0.73,"[-0.72, 7.3529]"
43,0.03,-0.64,"[-0.6391, 6.9396]"
43,0.01,-2.22,"[-2.2199, 17.798400000000004]"
43,0.02,-3.08,"[-3.0796, 25.7864]"
43,0.07,-0.59,"[-0.5851, 6.638099999999999]"
43,0.01,-0.78,"[-0.7799, 7.718400000000002]"
43,0.03,-1.74,"[-1.7391, 13.957600000000003]"
43,4.22,1.98,"[19.7884, -4.2196]"
43,0.51,1.38,"[1.6401, -0.12559999999999988]"
43,1.73,1.8,"[4.7929, -1.69]"
43,0.07,-1.46,"[-1.4551, 11.9016]"
43,1.74,1.87,"[4.897600000000001, -1.7231]"
43,3.61,1.91,"[14.9421, -3.6018999999999997]"
44,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
44,8.98,2.04,"[82.68040000000002, -8.9784]"
44,8.98,2.04,"[82.68040000000002, -8.9784]"
44,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
44,-0.2,-6.23,"[-6.19, 67.9329]"
44,7.8,1.91,"[62.74999999999999, -7.7919]"
44,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
44,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
44,-0.06,-5.98,"[-5.976400000000001, 63.74040000000001]"
44,7.33,2.08,"[55.8089, -7.3236]"
44,6.7,2.01,"[46.9, -6.6999]"
44,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
44,6.61,1.78,"[45.472100000000005, -6.5616]"
44,0.03,-4.68,"[-4.6791, 44.5924]"
44,5.24,1.94,"[29.397600000000004, -5.236400000000001]"
44,4.6,1.91,"[23.069999999999997, -4.5919]"
44,7.46,2.02,"[57.671600000000005, -7.4596]"
44,0.06,-3.72,"[-3.7164, 32.65840000000001]"
44,0.1,-4.3,"[-4.29, 39.589999999999996]"
44,0.03,-3.21,"[-3.2091, 27.114099999999997]"
44,5.81,2.04,"[35.796099999999996, -5.8084]"
44,0.1,-4.0,"[-3.99, 35.9]"
44,5.6,2.0,"[33.36, -5.6]"
44,3.2,1.92,"[12.160000000000002, -3.1936]"
44,2.65,1.89,"[8.9125, -2.6378999999999997]"
44,3.88,1.92,"[16.9744, -3.8735999999999997]"
44,4.2,1.96,"[19.6, -4.1984]"
44,5.38,1.97,"[30.914399999999997, -5.3791]"
44,4.48,2.12,"[22.190400000000004, -4.4656]"
44,3.5,1.94,"[14.19, -3.4964]"
44,2.04,1.82,"[5.9816, -2.0076]"
44,5.49,1.99,"[32.130100000000006, -5.4899000000000004]"
44,4.22,1.98,"[19.7884, -4.2196]"
44,0.03,-4.47,"[-4.4691, 41.83089999999999]"
44,2.92,1.8,"[10.3264, -2.88]"
44,1.08,1.8,"[2.9664, -1.04]"
44,0.0,-2.1,"[-2.1, 16.81]"
44,0.01,-2.51,"[-2.5098999999999996, 20.330099999999998]"
44,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
44,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
44,0.03,-4.47,"[-4.4691, 41.83089999999999]"
44,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
44,0.0,-2.38,"[-2.38, 19.1844]"
44,1.42,1.74,"[3.7564, -1.3523999999999998]"
44,0.07,-2.76,"[-2.7550999999999997, 22.5876]"
44,2.34,1.86,"[7.3355999999999995, -2.3204]"
44,0.09,-1.48,"[-1.4719, 12.0204]"
44,0.22,-0.26,"[-0.2116, 4.887599999999999]"
44,0.1,-1.24,"[-1.23, 10.397600000000002]"
44,0.08,-1.74,"[-1.7336, 13.907600000000002]"
44,0.06,-1.15,"[-1.1463999999999999, 9.862499999999999]"
44,0.48,1.3,"[1.5304, 0.009999999999999953]"
44,0.33,0.73,"[0.8389, 1.2829]"
44,0.1,0.88,"[0.89, 1.1544]"
44,0.06,-2.93,"[-2.9264, 24.244899999999998]"
44,3.82,1.98,"[16.5724, -3.8196]"
44,2.33,1.84,"[7.2689, -2.3044000000000002]"
44,0.04,-0.4,"[-0.39840000000000003, 5.72]"
44,0.16,-3.92,"[-3.8944, 34.8864]"
44,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
44,0.06,-2.88,"[-2.8764, 23.7544]"
44,0.12,-1.45,"[-1.4356, 11.782500000000002]"
44,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
44,3.04,1.83,"[11.0716, -3.0111]"
44,0.02,-1.91,"[-1.9096, 15.268100000000002]"
44,1.74,1.94,"[4.9676, -1.7364]"
44,1.7,1.82,"[4.71, -1.6676]"
44,0.09,-3.85,"[-3.8419, 34.13249999999999]"
44,0.02,-3.78,"[-3.7796, 33.38839999999999]"
44,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
44,-0.01,0.02,"[0.0201, 3.9303999999999997]"
44,0.08,-1.8,"[-1.7936, 14.36]"
44,0.02,-2.64,"[-2.6396, 21.509600000000006]"
44,0.3,0.16,"[0.25, 3.0856000000000003]"
44,1.27,1.6,"[3.2129000000000003, -1.11]"
44,4.53,1.88,"[22.4009, -4.5156]"
44,0.02,-2.65,"[-2.6496, 21.602500000000003]"
44,0.03,-3.12,"[-3.1191, 26.1844]"
44,0.1,-0.56,"[-0.55, 6.453600000000001]"
44,0.02,-1.91,"[-1.9096, 15.268100000000002]"
44,0.06,-2.2,"[-2.1964, 17.580000000000002]"
44,0.14,0.04,"[0.0596, 3.7015999999999996]"
44,3.02,1.85,"[10.9704, -2.9975]"
44,3.57,1.89,"[14.6349, -3.5578999999999996]"
44,0.0,-3.18,"[-3.18, 26.832399999999996]"
44,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
44,0.1,-0.73,"[-0.72, 7.3529]"
44,0.03,-0.64,"[-0.6391, 6.9396]"
44,3.61,1.91,"[14.9421, -3.6018999999999997]"
44,3.65,1.9,"[15.2225, -3.6399999999999997]"
44,0.01,-2.22,"[-2.2199, 17.798400000000004]"
44,0.02,-3.08,"[-3.0796, 25.7864]"
44,0.07,-0.59,"[-0.5851, 6.638099999999999]"
44,0.01,-0.78,"[-0.7799, 7.718400000000002]"
44,0.03,-1.74,"[-1.7391, 13.957600000000003]"
44,4.22,1.98,"[19.7884, -4.2196]"
44,0.51,1.38,"[1.6401, -0.12559999999999988]"
44,1.73,1.8,"[4.7929, -1.69]"
44,0.07,-1.46,"[-1.4551, 11.9016]"
44,1.74,1.87,"[4.897600000000001, -1.7231]"
45,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
45,8.98,2.04,"[82.68040000000002, -8.9784]"
45,8.98,2.04,"[82.68040000000002, -8.9784]"
45,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
45,-0.2,-6.23,"[-6.19, 67.9329]"
45,7.8,1.91,"[62.74999999999999, -7.7919]"
45,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
45,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
45,-0.06,-5.98,"[-5.976400000000001, 63.74040000000001]"
45,7.33,2.08,"[55.8089, -7.3236]"
45,6.7,2.01,"[46.9, -6.6999]"
45,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
45,6.61,1.78,"[45.472100000000005, -6.5616]"
45,0.03,-4.68,"[-4.6791, 44.5924]"
45,5.24,1.94,"[29.397600000000004, -5.236400000000001]"
45,4.6,1.91,"[23.069999999999997, -4.5919]"
45,7.46,2.02,"[57.671600000000005, -7.4596]"
45,0.06,-3.72,"[-3.7164, 32.65840000000001]"
45,0.1,-4.3,"[-4.29, 39.589999999999996]"
45,0.03,-3.21,"[-3.2091, 27.114099999999997]"
45,5.81,2.04,"[35.796099999999996, -5.8084]"
45,0.1,-4.0,"[-3.99, 35.9]"
45,5.6,2.0,"[33.36, -5.6]"
45,3.2,1.92,"[12.160000000000002, -3.1936]"
45,2.65,1.89,"[8.9125, -2.6378999999999997]"
45,3.88,1.92,"[16.9744, -3.8735999999999997]"
45,4.2,1.96,"[19.6, -4.1984]"
45,5.38,1.97,"[30.914399999999997, -5.3791]"
45,4.48,2.12,"[22.190400000000004, -4.4656]"
45,3.5,1.94,"[14.19, -3.4964]"
45,2.04,1.82,"[5.9816, -2.0076]"
45,5.49,1.99,"[32.130100000000006, -5.4899000000000004]"
45,4.22,1.98,"[19.7884, -4.2196]"
45,0.03,-4.47,"[-4.4691, 41.83089999999999]"
45,2.92,1.8,"[10.3264, -2.88]"
45,1.08,1.8,"[2.9664, -1.04]"
45,0.0,-2.1,"[-2.1, 16.81]"
45,0.01,-2.51,"[-2.5098999999999996, 20.330099999999998]"
45,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
45,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
45,0.03,-4.47,"[-4.4691, 41.83089999999999]"
45,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
45,0.0,-2.38,"[-2.38, 19.1844]"
45,1.42,1.74,"[3.7564, -1.3523999999999998]"
45,0.07,-2.76,"[-2.7550999999999997, 22.5876]"
45,2.34,1.86,"[7.3355999999999995, -2.3204]"
45,0.09,-1.48,"[-1.4719, 12.0204]"
45,0.22,-0.26,"[-0.2116, 4.887599999999999]"
45,0.1,-1.24,"[-1.23, 10.397600000000002]"
45,0.08,-1.74,"[-1.7336, 13.907600000000002]"
45,0.06,-1.15,"[-1.1463999999999999, 9.862499999999999]"
45,0.48,1.3,"[1.5304, 0.009999999999999953]"
45,0.33,0.73,"[0.8389, 1.2829]"
45,0.1,0.88,"[0.89, 1.1544]"
45,0.06,-2.93,"[-2.9264, 24.244899999999998]"
45,3.82,1.98,"[16.5724, -3.8196]"
45,2.33,1.84,"[7.2689, -2.3044000000000002]"
45,0.04,-0.4,"[-0.39840000000000003, 5.72]"
45,0.16,-3.92,"[-3.8944, 34.8864]"
45,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
45,0.06,-2.88,"[-2.8764, 23.7544]"
45,0.12,-1.45,"[-1.4356, 11.782500000000002]"
45,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
45,3.04,1.83,"[11.0716, -3.0111]"
45,0.02,-1.91,"[-1.9096, 15.268100000000002]"
45,1.74,1.94,"[4.9676, -1.7364]"
45,1.7,1.82,"[4.71, -1.6676]"
45,0.09,-3.85,"[-3.8419, 34.13249999999999]"
45,0.02,-3.78,"[-3.7796, 33.38839999999999]"
45,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
45,-0.01,0.02,"[0.0201, 3.9303999999999997]"
45,0.08,-1.8,"[-1.7936, 14.36]"
45,0.02,-2.64,"[-2.6396, 21.509600000000006]"
45,0.3,0.16,"[0.25, 3.0856000000000003]"
45,1.27,1.6,"[3.2129000000000003, -1.11]"
45,4.53,1.88,"[22.4009, -4.5156]"
45,0.02,-2.65,"[-2.6496, 21.602500000000003]"
45,0.03,-3.12,"[-3.1191, 26.1844]"
45,0.1,-0.56,"[-0.55, 6.453600000000001]"
45,0.02,-1.91,"[-1.9096, 15.268100000000002]"
45,0.06,-2.2,"[-2.1964, 17.580000000000002]"
45,0.14,0.04,"[0.0596, 3.7015999999999996]"
45,3.02,1.85,"[10.9704, -2.9975]"
45,3.57,1.89,"[14.6349, -3.5578999999999996]"
45,0.0,-3.18,"[-3.18, 26.832399999999996]"
45,0.02,-0.8,"[-0.7996000000000001, 7.819999999999999]"
45,0.1,-0.73,"[-0.72, 7.3529]"
45,0.03,-0.64,"[-0.6391, 6.9396]"
45,3.61,1.91,"[14.9421, -3.6018999999999997]"
45,3.65,1.9,"[15.2225, -3.6399999999999997]"
45,0.01,-2.22,"[-2.2199, 17.798400000000004]"
45,0.02,-3.08,"[-3.0796, 25.7864]"
45,0.07,-0.59,"[-0.5851, 6.638099999999999]"
45,0.01,-0.78,"[-0.7799, 7.718400000000002]"
45,0.03,-1.74,"[-1.7391, 13.957600000000003]"
45,4.22,1.98,"[19.7884, -4.2196]"
45,0.51,1.38,"[1.6401, -0.12559999999999988]"
45,1.73,1.8,"[4.7929, -1.69]"
45,0.07,-1.46,"[-1.4551, 11.9016]"
45,1.74,1.87,"[4.897600000000001, -1.7231]"
46,-0.03,-8.35,"[-8.3491, 107.15249999999999]"
46,8.98,2.04,"[82.68040000000002, -8.9784]"
46,8.98,2.04,"[82.68040000000002, -8.9784]"
46,-0.43,-7.78,"[-7.5951, 96.07840000000003]"
46,-0.2,-6.23,"[-6.19, 67.9329]"
46,7.8,1.91,"[62.74999999999999, -7.7919]"
46,8.78,1.55,"[78.63839999999999, -8.577499999999999]"
46,-0.08,-5.27,"[-5.263599999999999, 52.93289999999999]"
46,-0.06,-5.98,"[-5.976400000000001, 63.74040000000001]"
46,7.33,2.08,"[55.8089, -7.3236]"
46,6.7,2.01,"[46.9, -6.6999]"
46,5.94,2.01,"[37.293600000000005, -5.939900000000001]"
46,6.61,1.78,"[45.472100000000005, -6.5616]"
46,0.03,-4.68,"[-4.6791, 44.5924]"
46,5.24,1.94,"[29.397600000000004, -5.236400000000001]"
46,4.6,1.91,"[23.069999999999997, -4.5919]"
46,7.46,2.02,"[57.671600000000005, -7.4596]"
46,0.06,-3.72,"[-3.7164, 32.65840000000001]"
46,0.1,-4.3,"[-4.29, 39.589999999999996]"
46,0.03,-3.21,"[-3.2091, 27.114099999999997]"
46,5.81,2.04,"[35.796099999999996, -5.8084]"
46,0.1,-4.0,"[-3.99, 35.9]"
46,5.6,2.0,"[33.36, -5.6]"
46,3.2,1.92,"[12.160000000000002, -3.1936]"
46,2.65,1.89,"[8.9125, -2.6378999999999997]"
46,3.88,1.92,"[16.9744, -3.8735999999999997]"
46,4.2,1.96,"[19.6, -4.1984]"
46,5.38,1.97,"[30.914399999999997, -5.3791]"
46,4.48,2.12,"[22.190400000000004, -4.4656]"
46,3.5,1.94,"[14.19, -3.4964]"
46,2.04,1.82,"[5.9816, -2.0076]"
46,5.49,1.99,"[32.130100000000006, -5.4899000000000004]"
46,4.22,1.98,"[19.7884, -4.2196]"
46,0.03,-4.47,"[-4.4691, 41.83089999999999]"
46,2.92,1.8,"[10.3264, -2.88]"
46,1.08,1.8,"[2.9664, -1.04]"
46,0.0,-2.1,"[-2.1, 16.81]"
46,0.01,-2.51,"[-2.5098999999999996, 20.330099999999998]"
46,0.67,1.3,"[1.7489000000000001, -0.1800000000000001]"
46,0.12,0.34,"[0.35440000000000005, 2.6355999999999997]"
46,0.03,-4.47,"[-4.4691, 41.83089999999999]"
46,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
46,0.0,-2.38,"[-2.38, 19.1844]"
46,1.42,1.74,"[3.7564, -1.3523999999999998]"
46,0.07,-2.76,"[-2.7550999999999997, 22.5876]"
46,2.34,1.86,"[7.3355999999999995, -2.3204]"
46,0.09,-1.48,"[-1.4719, 12.0204]"
46,0.22,-0.26,"[-0.2116, 4.887599999999999]"
46,0.1,-1.24,"[-1.23, 10.397600000000002]"
46,0.08,-1.74,"[-1.7336, 13.907600000000002]"
46,0.06,-1.15,"[-1.1463999999999999, 9.862499999999999]"
46,0.48,1.3,"[1.5304, 0.009999999999999953]"
46,0.33,0.73,"[0.8389, 1.2829]"
46,0.1,0.88,"[0.89, 1.1544]"
46,0.06,-2.93,"[-2.9264, 24.244899999999998]"
46,3.82,1.98,"[16.5724, -3.8196]"
46,2.33,1.84,"[7.2689, -2.3044000000000002]"
46,0.04,-0.4,"[-0.39840000000000003, 5.72]"
46,0.16,-3.92,"[-3.8944, 34.8864]"
46,3.68,1.96,"[15.502400000000002, -3.6784000000000003]"
46,0.06,-2.88,"[-2.8764, 23.7544]"
46,0.12,-1.45,"[-1.4356, 11.782500000000002]"
46,0.08,-3.07,"[-3.0635999999999997, 25.624900000000004]"
46,3.04,1.83,"[11.0716, -3.0111]"
46,0.02,-1.91,"[-1.9096, 15.268100000000002]"
46,1.74,1.94,"[4.9676, -1.7364]"
46,1.7,1.82,"[4.71, -1.6676]"
46,0.09,-3.85,"[-3.8419, 34.13249999999999]"
46,0.02,-3.78,"[-3.7796, 33.38839999999999]"
46,-0.03,-2.26,"[-2.2590999999999997, 18.177599999999998]"
46,-0.01,0.02,"[0.0201, 3.9303999999999997]"
46,0.08,-1.8,"[-1.7936, 14.36]"
46,0.02,-2.64,"[-2.6396, 21.509600000000006]"
46,0.3,0.16,"[0.25, 3.0856000000000003]"
46,1.27,1.6,"[3.2129000000000003, -1.11]"
46,4.53,1.88,"[22.4009, -4.5156]"
46,0.02,-2.65,"[-2.6496, 21.602500000000003]"
46,0.03,-3.12,"[-3.1191, 26.1844]"
46,0.1,-0.56,"[-0.55, 6.453600000000001]"
46,0.02,-1.91,"[-1.9096, 15.268100000000002]"
46,0.06,-2.2,"[-2.1964, 17.580000000000002]"
46,0.14,0.04,"[0.0596, 3.7015999999999996]"
46,3.02,1.85,"[10.9704, -2.9975]"
46,3.57,1.89,"[14.6349, -3.5578999999999996]"
46,0.0,-3.18,"[-3.18, 26.832399999999996]"
