num of runs,input 1,input 2,Objective
25,3.3,1.81,"[12.7, -3.2639]"
25,0.06,-0.54,"[-0.5364, 6.3916]"
25,4.12,1.9,"[18.874399999999998, -4.11]"
25,3.44,1.8,"[13.6336, -3.4]"
25,1.23,1.98,"[3.4928999999999997, -1.2296]"
25,0.28,1.54,"[1.6184, -0.06840000000000007]"
25,1.05,1.62,"[2.7225, -0.9056000000000002]"
25,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
25,3.2,1.85,"[12.090000000000002, -3.1775]"
25,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
25,0.19,-2.4,"[-2.3639, 19.17]"
25,0.01,-2.29,"[-2.2899, 18.394099999999998]"
25,-0.02,-2.34,"[-2.3396, 18.8556]"
25,0.28,1.41,"[1.4884, 0.06810000000000005]"
25,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
25,3.36,1.87,"[13.159599999999998, -3.3430999999999997]"
25,1.59,1.73,"[4.258100000000001, -1.5171000000000001]"
25,3.36,1.88,"[13.169599999999999, -3.3455999999999997]"
25,0.16,0.86,"[0.8855999999999999, 1.1396000000000004]"
25,3.22,1.97,"[12.338400000000002, -3.2191]"
25,0.46,0.74,"[0.9516, 1.1276000000000002]"
25,0.18,-1.04,"[-1.0076, 9.0616]"
25,2.28,2.03,"[7.228399999999999, -2.2790999999999997]"
25,5.68,2.12,"[34.3824, -5.6655999999999995]"
25,3.22,1.9,"[12.268400000000002, -3.21]"
25,1.56,1.95,"[4.3836, -1.5575]"
25,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
25,5.74,2.12,"[35.0676, -5.7256]"
25,0.3,-0.1,"[-0.010000000000000009, 4.11]"
25,-0.12,-1.69,"[-1.6756, 13.736099999999999]"
25,0.12,-2.17,"[-2.1555999999999997, 17.2689]"
26,-0.53,-6.28,"[-5.9991, 69.08840000000002]"
26,9.54,2.24,"[93.25159999999998, -9.482399999999998]"
26,7.5,2.23,"[58.48, -7.4471]"
26,0.01,-4.64,"[-4.6399, 44.0796]"
26,-0.07,-5.42,"[-5.4151, 55.1264]"
26,-0.02,-3.6,"[-3.5996, 31.379999999999995]"
26,-0.22,-5.13,"[-5.0816, 51.0569]"
26,6.86,2.42,"[49.479600000000005, -6.6836]"
26,6.32,2.08,"[42.022400000000005, -6.3136]"
26,7.28,1.84,"[54.83840000000001, -7.2544]"
26,5.96,2.24,"[37.7616, -5.9024]"
26,5.58,2.09,"[33.2264, -5.5719]"
26,5.06,2.06,"[27.663599999999995, -5.0564]"
26,-0.05,-3.27,"[-3.2675, 27.822899999999997]"
26,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
26,3.89,1.99,"[17.1221, -3.8899]"
26,0.24,-2.62,"[-2.5624000000000002, 21.104400000000002]"
26,-0.03,-3.42,"[-3.4191, 29.4064]"
26,3.6,1.84,"[14.8, -3.5744000000000002]"
26,2.86,1.86,"[10.039599999999998, -2.8404]"
26,1.94,1.71,"[5.473599999999999, -1.8558999999999999]"
26,0.3,-0.1,"[-0.010000000000000009, 4.11]"
26,0.19,-0.5,"[-0.4639, 6.06]"
26,5.74,2.12,"[35.0676, -5.7256]"
26,0.12,-2.17,"[-2.1555999999999997, 17.2689]"
26,0.04,0.17,"[0.1716, 3.3089000000000004]"
26,0.12,0.62,"[0.6344, 1.7843999999999998]"
26,0.24,-0.64,"[-0.5824, 6.7296000000000005]"
26,-0.08,-2.4,"[-2.3935999999999997, 19.44]"
26,0.19,-0.93,"[-0.8939, 8.394900000000002]"
26,0.04,-1.51,"[-1.5084, 12.2801]"
26,4.42,1.92,"[21.456400000000002, -4.4136]"
26,0.14,-1.23,"[-1.2104, 10.2929]"
26,-0.12,-1.69,"[-1.6756, 13.736099999999999]"
26,4.9,1.69,"[25.700000000000006, -4.8039000000000005]"
26,0.11,-2.0,"[-1.9879, 15.89]"
26,4.28,2.07,"[20.3884, -4.2751]"
26,2.29,1.8,"[7.0441, -2.25]"
26,0.12,-2.76,"[-2.7455999999999996, 22.537599999999998]"
26,2.6,1.8,"[8.56, -2.56]"
26,0.03,-3.35,"[-3.3491, 28.592499999999994]"
26,0.72,1.35,"[1.8684, -0.2975000000000001]"
26,-0.12,-1.8,"[-1.7856, 14.559999999999999]"
26,-0.02,-2.88,"[-2.8796, 23.8344]"
26,4.08,1.99,"[18.6364, -4.0799]"
26,4.55,1.89,"[22.592499999999998, -4.5379]"
26,4.72,1.81,"[24.088399999999996, -4.6838999999999995]"
26,0.14,-1.96,"[-1.9404, 15.541599999999999]"
26,-0.03,-2.76,"[-2.7590999999999997, 22.6876]"
26,0.14,-1.04,"[-1.0204, 9.1016]"
26,4.18,1.94,"[19.412399999999998, -4.1764]"
26,0.16,-1.32,"[-1.2944, 10.862400000000001]"
26,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
26,4.98,1.88,"[26.680400000000002, -4.9656]"
26,0.98,1.72,"[2.6803999999999997, -0.9016]"
26,-0.01,-2.26,"[-2.2598999999999996, 18.1576]"
26,4.62,1.81,"[23.1544, -4.5839]"
26,2.53,1.86,"[8.2609, -2.5103999999999997]"
26,1.23,1.98,"[3.4928999999999997, -1.2296]"
26,0.56,1.08,"[1.3936000000000002, 0.28639999999999977]"
26,0.46,0.83,"[1.0415999999999999, 0.9088999999999998]"
26,1.64,1.76,"[4.449599999999999, -1.5823999999999998]"
26,0.12,-1.41,"[-1.3956, 11.508100000000002]"
26,3.45,2.02,"[13.922500000000001, -3.4496]"
26,2.35,1.82,"[7.342500000000001, -2.3176]"
26,1.59,1.73,"[4.258100000000001, -1.5171000000000001]"
26,5.68,2.12,"[34.3824, -5.6655999999999995]"
26,0.16,0.02,"[0.0456, 3.7603999999999997]"
26,4.94,1.82,"[26.223600000000005, -4.9076]"
26,1.27,1.62,"[3.2329, -1.1256000000000002]"
26,-0.08,-1.74,"[-1.7336, 14.067600000000002]"
26,0.08,-1.46,"[-1.4536, 11.8916]"
26,0.14,0.76,"[0.7796, 1.3976000000000002]"
26,4.68,2.06,"[23.962399999999995, -4.6764]"
26,-0.02,-2.34,"[-2.3396, 18.8556]"
26,3.3,1.81,"[12.7, -3.2639]"
26,0.06,-0.54,"[-0.5364, 6.3916]"
26,0.01,-2.29,"[-2.2899, 18.394099999999998]"
26,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
26,4.12,1.9,"[18.874399999999998, -4.11]"
26,0.28,1.54,"[1.6184, -0.06840000000000007]"
26,0.18,-1.04,"[-1.0076, 9.0616]"
26,1.05,1.62,"[2.7225, -0.9056000000000002]"
26,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
26,3.2,1.85,"[12.090000000000002, -3.1775]"
26,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
26,5.72,1.92,"[34.6384, -5.7136]"
26,0.28,1.41,"[1.4884, 0.06810000000000005]"
26,3.36,1.87,"[13.159599999999998, -3.3430999999999997]"
26,3.36,1.88,"[13.169599999999999, -3.3455999999999997]"
26,0.16,0.86,"[0.8855999999999999, 1.1396000000000004]"
26,3.22,1.97,"[12.338400000000002, -3.2191]"
26,0.46,0.74,"[0.9516, 1.1276000000000002]"
26,2.28,2.03,"[7.228399999999999, -2.2790999999999997]"
26,5.68,2.12,"[34.3824, -5.6655999999999995]"
26,3.22,1.9,"[12.268400000000002, -3.21]"
26,1.56,1.95,"[4.3836, -1.5575]"
26,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
26,4.18,1.86,"[19.332399999999996, -4.1604]"
26,4.16,1.96,"[19.265600000000003, -4.1584]"
27,-0.53,-6.28,"[-5.9991, 69.08840000000002]"
27,9.54,2.24,"[93.25159999999998, -9.482399999999998]"
27,7.5,2.23,"[58.48, -7.4471]"
27,0.01,-4.64,"[-4.6399, 44.0796]"
27,-0.07,-5.42,"[-5.4151, 55.1264]"
27,-0.02,-3.6,"[-3.5996, 31.379999999999995]"
27,-0.22,-5.13,"[-5.0816, 51.0569]"
27,6.86,2.42,"[49.479600000000005, -6.6836]"
27,6.32,2.08,"[42.022400000000005, -6.3136]"
27,7.28,1.84,"[54.83840000000001, -7.2544]"
27,5.96,2.24,"[37.7616, -5.9024]"
27,5.58,2.09,"[33.2264, -5.5719]"
27,5.06,2.06,"[27.663599999999995, -5.0564]"
27,-0.05,-3.27,"[-3.2675, 27.822899999999997]"
27,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
27,3.89,1.99,"[17.1221, -3.8899]"
27,0.24,-2.62,"[-2.5624000000000002, 21.104400000000002]"
27,-0.03,-3.42,"[-3.4191, 29.4064]"
27,3.6,1.84,"[14.8, -3.5744000000000002]"
27,2.86,1.86,"[10.039599999999998, -2.8404]"
27,1.94,1.71,"[5.473599999999999, -1.8558999999999999]"
27,0.3,-0.1,"[-0.010000000000000009, 4.11]"
27,0.19,-0.5,"[-0.4639, 6.06]"
27,5.74,2.12,"[35.0676, -5.7256]"
27,0.12,-2.17,"[-2.1555999999999997, 17.2689]"
27,0.04,0.17,"[0.1716, 3.3089000000000004]"
27,-0.08,-2.4,"[-2.3935999999999997, 19.44]"
27,0.12,0.62,"[0.6344, 1.7843999999999998]"
27,0.24,-0.64,"[-0.5824, 6.7296000000000005]"
27,0.19,-0.93,"[-0.8939, 8.394900000000002]"
27,0.04,-1.51,"[-1.5084, 12.2801]"
27,4.42,1.92,"[21.456400000000002, -4.4136]"
27,0.14,-1.23,"[-1.2104, 10.2929]"
27,-0.12,-1.69,"[-1.6756, 13.736099999999999]"
27,4.9,1.69,"[25.700000000000006, -4.8039000000000005]"
27,0.11,-2.0,"[-1.9879, 15.89]"
27,4.28,2.07,"[20.3884, -4.2751]"
27,2.29,1.8,"[7.0441, -2.25]"
27,0.12,-2.76,"[-2.7455999999999996, 22.537599999999998]"
27,2.6,1.8,"[8.56, -2.56]"
27,0.03,-3.35,"[-3.3491, 28.592499999999994]"
27,0.72,1.35,"[1.8684, -0.2975000000000001]"
27,-0.12,-1.8,"[-1.7856, 14.559999999999999]"
27,-0.02,-2.88,"[-2.8796, 23.8344]"
27,4.08,1.99,"[18.6364, -4.0799]"
27,3.45,2.02,"[13.922500000000001, -3.4496]"
27,4.55,1.89,"[22.592499999999998, -4.5379]"
27,4.72,1.81,"[24.088399999999996, -4.6838999999999995]"
27,0.14,-1.96,"[-1.9404, 15.541599999999999]"
27,-0.03,-2.76,"[-2.7590999999999997, 22.6876]"
27,0.14,-1.04,"[-1.0204, 9.1016]"
27,0.16,-1.32,"[-1.2944, 10.862400000000001]"
27,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
27,4.98,1.88,"[26.680400000000002, -4.9656]"
27,0.98,1.72,"[2.6803999999999997, -0.9016]"
27,-0.01,-2.26,"[-2.2598999999999996, 18.1576]"
27,4.62,1.81,"[23.1544, -4.5839]"
27,2.53,1.86,"[8.2609, -2.5103999999999997]"
27,1.23,1.98,"[3.4928999999999997, -1.2296]"
27,0.56,1.08,"[1.3936000000000002, 0.28639999999999977]"
27,0.46,0.83,"[1.0415999999999999, 0.9088999999999998]"
27,1.64,1.76,"[4.449599999999999, -1.5823999999999998]"
27,0.12,-1.41,"[-1.3956, 11.508100000000002]"
27,-0.02,-2.34,"[-2.3396, 18.8556]"
27,2.35,1.82,"[7.342500000000001, -2.3176]"
27,1.59,1.73,"[4.258100000000001, -1.5171000000000001]"
27,5.68,2.12,"[34.3824, -5.6655999999999995]"
27,4.18,1.94,"[19.412399999999998, -4.1764]"
27,0.16,0.02,"[0.0456, 3.7603999999999997]"
27,4.94,1.82,"[26.223600000000005, -4.9076]"
27,1.27,1.62,"[3.2329, -1.1256000000000002]"
27,-0.08,-1.74,"[-1.7336, 14.067600000000002]"
27,0.08,-1.46,"[-1.4536, 11.8916]"
27,0.14,0.76,"[0.7796, 1.3976000000000002]"
27,4.68,2.06,"[23.962399999999995, -4.6764]"
27,3.3,1.81,"[12.7, -3.2639]"
27,0.06,-0.54,"[-0.5364, 6.3916]"
27,0.01,-2.29,"[-2.2899, 18.394099999999998]"
27,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
27,3.36,1.88,"[13.169599999999999, -3.3455999999999997]"
27,0.28,1.54,"[1.6184, -0.06840000000000007]"
27,0.18,-1.04,"[-1.0076, 9.0616]"
27,1.05,1.62,"[2.7225, -0.9056000000000002]"
27,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
27,3.2,1.85,"[12.090000000000002, -3.1775]"
27,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
27,5.72,1.92,"[34.6384, -5.7136]"
27,4.12,1.9,"[18.874399999999998, -4.11]"
27,0.28,1.41,"[1.4884, 0.06810000000000005]"
27,3.36,1.87,"[13.159599999999998, -3.3430999999999997]"
27,4.16,1.96,"[19.265600000000003, -4.1584]"
27,0.16,0.86,"[0.8855999999999999, 1.1396000000000004]"
27,3.22,1.97,"[12.338400000000002, -3.2191]"
27,2.28,2.03,"[7.228399999999999, -2.2790999999999997]"
27,5.68,2.12,"[34.3824, -5.6655999999999995]"
27,3.22,1.9,"[12.268400000000002, -3.21]"
27,1.56,1.95,"[4.3836, -1.5575]"
27,4.18,1.86,"[19.332399999999996, -4.1604]"
27,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
27,4.56,2.07,"[22.863599999999998, -4.5550999999999995]"
28,-0.53,-6.28,"[-5.9991, 69.08840000000002]"
28,9.54,2.24,"[93.25159999999998, -9.482399999999998]"
28,7.5,2.23,"[58.48, -7.4471]"
28,0.01,-4.64,"[-4.6399, 44.0796]"
28,-0.07,-5.42,"[-5.4151, 55.1264]"
28,-0.02,-3.6,"[-3.5996, 31.379999999999995]"
28,-0.22,-5.13,"[-5.0816, 51.0569]"
28,6.86,2.42,"[49.479600000000005, -6.6836]"
28,6.32,2.08,"[42.022400000000005, -6.3136]"
28,7.28,1.84,"[54.83840000000001, -7.2544]"
28,5.96,2.24,"[37.7616, -5.9024]"
28,5.58,2.09,"[33.2264, -5.5719]"
28,5.06,2.06,"[27.663599999999995, -5.0564]"
28,-0.05,-3.27,"[-3.2675, 27.822899999999997]"
28,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
28,3.89,1.99,"[17.1221, -3.8899]"
28,0.24,-2.62,"[-2.5624000000000002, 21.104400000000002]"
28,-0.03,-3.42,"[-3.4191, 29.4064]"
28,3.6,1.84,"[14.8, -3.5744000000000002]"
28,2.86,1.86,"[10.039599999999998, -2.8404]"
28,1.94,1.71,"[5.473599999999999, -1.8558999999999999]"
28,0.3,-0.1,"[-0.010000000000000009, 4.11]"
28,0.19,-0.5,"[-0.4639, 6.06]"
28,5.74,2.12,"[35.0676, -5.7256]"
28,0.12,-2.17,"[-2.1555999999999997, 17.2689]"
28,0.04,0.17,"[0.1716, 3.3089000000000004]"
28,-0.08,-2.4,"[-2.3935999999999997, 19.44]"
28,0.12,0.62,"[0.6344, 1.7843999999999998]"
28,0.24,-0.64,"[-0.5824, 6.7296000000000005]"
28,0.19,-0.93,"[-0.8939, 8.394900000000002]"
28,0.04,-1.51,"[-1.5084, 12.2801]"
28,4.42,1.92,"[21.456400000000002, -4.4136]"
28,0.14,-1.23,"[-1.2104, 10.2929]"
28,4.9,1.69,"[25.700000000000006, -4.8039000000000005]"
28,0.11,-2.0,"[-1.9879, 15.89]"
28,4.28,2.07,"[20.3884, -4.2751]"
28,2.29,1.8,"[7.0441, -2.25]"
28,0.12,-2.76,"[-2.7455999999999996, 22.537599999999998]"
28,2.6,1.8,"[8.56, -2.56]"
28,0.03,-3.35,"[-3.3491, 28.592499999999994]"
28,0.72,1.35,"[1.8684, -0.2975000000000001]"
28,-0.12,-1.8,"[-1.7856, 14.559999999999999]"
28,-0.02,-2.88,"[-2.8796, 23.8344]"
28,4.08,1.99,"[18.6364, -4.0799]"
28,3.45,2.02,"[13.922500000000001, -3.4496]"
28,4.72,1.81,"[24.088399999999996, -4.6838999999999995]"
28,0.14,-1.96,"[-1.9404, 15.541599999999999]"
28,-0.03,-2.76,"[-2.7590999999999997, 22.6876]"
28,0.14,-1.04,"[-1.0204, 9.1016]"
28,0.16,-1.32,"[-1.2944, 10.862400000000001]"
28,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
28,4.98,1.88,"[26.680400000000002, -4.9656]"
28,0.98,1.72,"[2.6803999999999997, -0.9016]"
28,4.55,1.89,"[22.592499999999998, -4.5379]"
28,0.46,0.83,"[1.0415999999999999, 0.9088999999999998]"
28,-0.01,-2.26,"[-2.2598999999999996, 18.1576]"
28,2.53,1.86,"[8.2609, -2.5103999999999997]"
28,1.23,1.98,"[3.4928999999999997, -1.2296]"
28,0.56,1.08,"[1.3936000000000002, 0.28639999999999977]"
28,1.64,1.76,"[4.449599999999999, -1.5823999999999998]"
28,0.12,-1.41,"[-1.3956, 11.508100000000002]"
28,-0.02,-2.34,"[-2.3396, 18.8556]"
28,2.35,1.82,"[7.342500000000001, -2.3176]"
28,1.59,1.73,"[4.258100000000001, -1.5171000000000001]"
28,4.62,1.81,"[23.1544, -4.5839]"
28,5.68,2.12,"[34.3824, -5.6655999999999995]"
28,4.18,1.94,"[19.412399999999998, -4.1764]"
28,0.16,0.02,"[0.0456, 3.7603999999999997]"
28,4.94,1.82,"[26.223600000000005, -4.9076]"
28,1.27,1.62,"[3.2329, -1.1256000000000002]"
28,-0.08,-1.74,"[-1.7336, 14.067600000000002]"
28,0.08,-1.46,"[-1.4536, 11.8916]"
28,0.14,0.76,"[0.7796, 1.3976000000000002]"
28,4.68,2.06,"[23.962399999999995, -4.6764]"
28,3.3,1.81,"[12.7, -3.2639]"
28,0.06,-0.54,"[-0.5364, 6.3916]"
28,0.01,-2.29,"[-2.2899, 18.394099999999998]"
28,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
28,3.36,1.88,"[13.169599999999999, -3.3455999999999997]"
28,0.16,0.86,"[0.8855999999999999, 1.1396000000000004]"
28,0.28,1.54,"[1.6184, -0.06840000000000007]"
28,0.18,-1.04,"[-1.0076, 9.0616]"
28,1.05,1.62,"[2.7225, -0.9056000000000002]"
28,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
28,3.2,1.85,"[12.090000000000002, -3.1775]"
28,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
28,5.72,1.92,"[34.6384, -5.7136]"
28,4.12,1.9,"[18.874399999999998, -4.11]"
28,0.28,1.41,"[1.4884, 0.06810000000000005]"
28,3.36,1.87,"[13.159599999999998, -3.3430999999999997]"
28,4.16,1.96,"[19.265600000000003, -4.1584]"
28,3.22,1.97,"[12.338400000000002, -3.2191]"
28,2.28,2.03,"[7.228399999999999, -2.2790999999999997]"
28,5.68,2.12,"[34.3824, -5.6655999999999995]"
28,3.22,1.9,"[12.268400000000002, -3.21]"
28,1.56,1.95,"[4.3836, -1.5575]"
28,4.18,1.86,"[19.332399999999996, -4.1604]"
28,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
28,4.56,1.98,"[22.7736, -4.5596]"
28,5.32,2.08,"[30.382400000000004, -5.3136]"
29,-0.53,-6.28,"[-5.9991, 69.08840000000002]"
29,9.54,2.24,"[93.25159999999998, -9.482399999999998]"
29,7.5,2.23,"[58.48, -7.4471]"
29,0.01,-4.64,"[-4.6399, 44.0796]"
29,-0.07,-5.42,"[-5.4151, 55.1264]"
29,-0.02,-3.6,"[-3.5996, 31.379999999999995]"
29,-0.22,-5.13,"[-5.0816, 51.0569]"
29,6.32,2.08,"[42.022400000000005, -6.3136]"
29,7.28,1.84,"[54.83840000000001, -7.2544]"
29,5.96,2.24,"[37.7616, -5.9024]"
29,5.32,2.08,"[30.382400000000004, -5.3136]"
29,-0.05,-3.27,"[-3.2675, 27.822899999999997]"
29,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
29,3.89,1.99,"[17.1221, -3.8899]"
29,5.58,2.09,"[33.2264, -5.5719]"
29,0.24,-2.62,"[-2.5624000000000002, 21.104400000000002]"
29,5.06,2.06,"[27.663599999999995, -5.0564]"
29,-0.03,-3.42,"[-3.4191, 29.4064]"
29,3.6,1.84,"[14.8, -3.5744000000000002]"
29,2.86,1.86,"[10.039599999999998, -2.8404]"
29,1.94,1.71,"[5.473599999999999, -1.8558999999999999]"
29,0.3,-0.1,"[-0.010000000000000009, 4.11]"
29,0.19,-0.5,"[-0.4639, 6.06]"
29,5.74,2.12,"[35.0676, -5.7256]"
29,-0.08,-1.74,"[-1.7336, 14.067600000000002]"
29,0.12,-2.17,"[-2.1555999999999997, 17.2689]"
29,0.04,0.17,"[0.1716, 3.3089000000000004]"
29,-0.08,-2.4,"[-2.3935999999999997, 19.44]"
29,0.04,-1.51,"[-1.5084, 12.2801]"
29,0.12,0.62,"[0.6344, 1.7843999999999998]"
29,0.24,-0.64,"[-0.5824, 6.7296000000000005]"
29,0.19,-0.93,"[-0.8939, 8.394900000000002]"
29,4.42,1.92,"[21.456400000000002, -4.4136]"
29,0.14,-1.23,"[-1.2104, 10.2929]"
29,4.9,1.69,"[25.700000000000006, -4.8039000000000005]"
29,0.11,-2.0,"[-1.9879, 15.89]"
29,4.28,2.07,"[20.3884, -4.2751]"
29,2.29,1.8,"[7.0441, -2.25]"
29,0.12,-2.76,"[-2.7455999999999996, 22.537599999999998]"
29,2.6,1.8,"[8.56, -2.56]"
29,0.03,-3.35,"[-3.3491, 28.592499999999994]"
29,0.72,1.35,"[1.8684, -0.2975000000000001]"
29,-0.12,-1.8,"[-1.7856, 14.559999999999999]"
29,-0.02,-2.88,"[-2.8796, 23.8344]"
29,4.08,1.99,"[18.6364, -4.0799]"
29,3.45,2.02,"[13.922500000000001, -3.4496]"
29,4.72,1.81,"[24.088399999999996, -4.6838999999999995]"
29,0.14,-1.96,"[-1.9404, 15.541599999999999]"
29,-0.03,-2.76,"[-2.7590999999999997, 22.6876]"
29,0.14,-1.04,"[-1.0204, 9.1016]"
29,0.16,-1.32,"[-1.2944, 10.862400000000001]"
29,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
29,0.98,1.72,"[2.6803999999999997, -0.9016]"
29,0.46,0.83,"[1.0415999999999999, 0.9088999999999998]"
29,-0.01,-2.26,"[-2.2598999999999996, 18.1576]"
29,2.53,1.86,"[8.2609, -2.5103999999999997]"
29,1.23,1.98,"[3.4928999999999997, -1.2296]"
29,0.56,1.08,"[1.3936000000000002, 0.28639999999999977]"
29,4.55,1.89,"[22.592499999999998, -4.5379]"
29,1.64,1.76,"[4.449599999999999, -1.5823999999999998]"
29,0.12,-1.41,"[-1.3956, 11.508100000000002]"
29,-0.02,-2.34,"[-2.3396, 18.8556]"
29,4.62,1.81,"[23.1544, -4.5839]"
29,2.35,1.82,"[7.342500000000001, -2.3176]"
29,1.59,1.73,"[4.258100000000001, -1.5171000000000001]"
29,5.68,2.12,"[34.3824, -5.6655999999999995]"
29,4.18,1.94,"[19.412399999999998, -4.1764]"
29,0.16,0.02,"[0.0456, 3.7603999999999997]"
29,4.94,1.82,"[26.223600000000005, -4.9076]"
29,1.27,1.62,"[3.2329, -1.1256000000000002]"
29,0.08,-1.46,"[-1.4536, 11.8916]"
29,0.14,0.76,"[0.7796, 1.3976000000000002]"
29,4.68,2.06,"[23.962399999999995, -4.6764]"
29,3.3,1.81,"[12.7, -3.2639]"
29,0.06,-0.54,"[-0.5364, 6.3916]"
29,0.01,-2.29,"[-2.2899, 18.394099999999998]"
29,0.13,-0.94,"[-0.9230999999999999, 8.513599999999999]"
29,3.36,1.88,"[13.169599999999999, -3.3455999999999997]"
29,0.16,0.86,"[0.8855999999999999, 1.1396000000000004]"
29,0.28,1.54,"[1.6184, -0.06840000000000007]"
29,0.18,-1.04,"[-1.0076, 9.0616]"
29,1.05,1.62,"[2.7225, -0.9056000000000002]"
29,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
29,3.2,1.85,"[12.090000000000002, -3.1775]"
29,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
29,5.72,1.92,"[34.6384, -5.7136]"
29,4.12,1.9,"[18.874399999999998, -4.11]"
29,4.56,1.98,"[22.7736, -4.5596]"
29,3.36,1.87,"[13.159599999999998, -3.3430999999999997]"
29,4.16,1.96,"[19.265600000000003, -4.1584]"
29,3.22,1.97,"[12.338400000000002, -3.2191]"
29,2.28,2.03,"[7.228399999999999, -2.2790999999999997]"
29,5.68,2.12,"[34.3824, -5.6655999999999995]"
29,3.22,1.9,"[12.268400000000002, -3.21]"
29,1.56,1.95,"[4.3836, -1.5575]"
29,4.18,1.86,"[19.332399999999996, -4.1604]"
29,3.11,1.92,"[11.592099999999999, -3.1035999999999997]"
29,0.24,-0.66,"[-0.6024, 6.8356]"
29,3.62,1.94,"[15.0444, -3.6164]"
29,0.42,1.31,"[1.4864, 0.05609999999999993]"
30,-0.53,-6.28,"[-5.9991, 69.08840000000002]"
30,9.54,2.24,"[93.25159999999998, -9.482399999999998]"
30,7.5,2.23,"[58.48, -7.4471]"
30,0.01,-4.64,"[-4.6399, 44.0796]"
30,-0.07,-5.42,"[-5.4151, 55.1264]"
30,-0.02,-3.6,"[-3.5996, 31.379999999999995]"
30,6.32,2.08,"[42.022400000000005, -6.3136]"
30,7.28,1.84,"[54.83840000000001, -7.2544]"
30,-0.22,-5.13,"[-5.0816, 51.0569]"
30,5.96,2.24,"[37.7616, -5.9024]"
30,5.32,2.08,"[30.382400000000004, -5.3136]"
30,-0.05,-3.27,"[-3.2675, 27.822899999999997]"
30,5.06,2.06,"[27.663599999999995, -5.0564]"
30,0.11,-2.93,"[-2.9179000000000004, 24.194899999999997]"
30,5.58,2.09,"[33.2264, -5.5719]"
30,0.24,-2.62,"[-2.5624000000000002, 21.104400000000002]"
30,3.89,1.99,"[17.1221, -3.8899]"
30,-0.03,-3.42,"[-3.4191, 29.4064]"
30,2.86,1.86,"[10.039599999999998, -2.8404]"
30,1.94,1.71,"[5.473599999999999, -1.8558999999999999]"
30,0.3,-0.1,"[-0.010000000000000009, 4.11]"
30,0.19,-0.5,"[-0.4639, 6.06]"
30,5.74,2.12,"[35.0676, -5.7256]"
30,-0.08,-1.74,"[-1.7336, 14.067600000000002]"
30,0.12,-2.17,"[-2.1555999999999997, 17.2689]"
30,0.04,0.17,"[0.1716, 3.3089000000000004]"
30,-0.08,-2.4,"[-2.3935999999999997, 19.44]"
30,0.04,-1.51,"[-1.5084, 12.2801]"
30,0.12,0.62,"[0.6344, 1.7843999999999998]"
30,3.62,1.94,"[15.0444, -3.6164]"
30,4.42,1.92,"[21.456400000000002, -4.4136]"
30,0.14,-1.23,"[-1.2104, 10.2929]"
30,0.19,-0.93,"[-0.8939, 8.394900000000002]"
30,4.9,1.69,"[25.700000000000006, -4.8039000000000005]"
30,0.24,-0.66,"[-0.6024, 6.8356]"
30,0.11,-2.0,"[-1.9879, 15.89]"
30,4.28,2.07,"[20.3884, -4.2751]"
30,2.29,1.8,"[7.0441, -2.25]"
30,4.94,1.82,"[26.223600000000005, -4.9076]"
30,0.12,-2.76,"[-2.7455999999999996, 22.537599999999998]"
30,2.6,1.8,"[8.56, -2.56]"
30,0.03,-3.35,"[-3.3491, 28.592499999999994]"
30,0.72,1.35,"[1.8684, -0.2975000000000001]"
30,-0.12,-1.8,"[-1.7856, 14.559999999999999]"
30,-0.02,-2.88,"[-2.8796, 23.8344]"
30,4.08,1.99,"[18.6364, -4.0799]"
30,3.45,2.02,"[13.922500000000001, -3.4496]"
30,4.72,1.81,"[24.088399999999996, -4.6838999999999995]"
30,0.14,-1.96,"[-1.9404, 15.541599999999999]"
30,-0.03,-2.76,"[-2.7590999999999997, 22.6876]"
30,0.14,-1.04,"[-1.0204, 9.1016]"
30,0.16,-1.32,"[-1.2944, 10.862400000000001]"
